_id,Condition,NCTId,isFDAReg,hasResults,compYear,url,OfficialTitle,BriefSummary,PrimaryOutcomeMeasure,DesignMasking,MaximumAge,__v,CollaboratorName,OutcomeMeasureDescription
62f33e19310c3b7d2e1dc7f6,Duchenne Muscular Dystrophy,NCT04371666,true,false,2022,https://clinicaltrials.gov/ct2/show/NCT04371666,"A Phase 3, Randomized, Double-Blind, Trial of Pamrevlumab (FG-3019) or Placebo in Combination With Systemic Corticosteroids in Subjects With Non-ambulatory Duchenne Muscular Dystrophy (DMD)",To evaluate the efficacy and safety of pamrevlumab versus placebo in combination with systemic corticosteroids in subjects with non-ambulatory Duchenne muscular dystrophy (age 12 years and older).,Functional assessment: Change in the total score of Performance of Upper Limb (PUL) 2.0 version,Quadruple,undefined,0,undefined,undefined
62f33e19310c3b7d2e1dc7f7,Duchenne Muscular Dystrophy,NCT05029232,false,false,2023,https://clinicaltrials.gov/ct2/show/NCT05029232,Comprehensive Study of Duchenne Muscular Dystrophy at Sohag University Hospital,"Muscular dystrophies are a heterogenous group of inherited muscular disorders characterized by progressive muscle weakness. Historically, these disorders are difficult to treat. In the last three decades, there is a great progress in molecular and genetic basis of these disorders; early diagnosis is achievable with proper clinical recognition and advanced genetic testing .Duchenne Muscular Dystrophy (DMD) is a neuromuscular muscular X-linked recessive disorders that belong to a group of disorders known as dystrophinopathies. DMD characterized by a progressive degeneration of skeletal muscles, with symptoms that manifest early, at around 3 years, causing loss of ambulation within the 13 years of life, followed by cardiac complication (e.g., dilated cardiomyopathy and arrhythmia) and respiratory disorders, including chronic respiratory failure. The unique medical treatment available is steroid therapy, which appears to prolong walking capacity by at least two years. Thus, besides medical treatment, the physical therapy in multidisciplinary care is imperative for alleviating muscle atrophy, skeletal deformities, and motor function deterioration.",change in dystrophine gene mutation,None (Open Label),18 Years,0,undefined,undefined
62f33e19310c3b7d2e1dc7f8,Duchenne's Muscular Dystrophy,NCT00207857,false,false,2005,https://clinicaltrials.gov/ct2/show/NCT00207857,Test-Retest Reliability of Pulmonary Function Tests in Patients With Duchenne's Muscular Dystrophy,"Nearly all patients with Duchenne's Muscular Dystrophy (DMD) have scoliosis. Posterior instrumented spinal fusion, which is a surgery to correct scoliosis, has been shown to improve quality of life and satisfaction of both parents and families. The progressive muscular weakness leads to the development of scoliosis soon after the child has become unable to walk. The muscular weakness and scoliosis also affect the pulmonary function of these children. Pulmonary Function Tests (PFT) have been used to determine ""pulmonary fitness"" prior to surgery as a way to determine how well or if the child will tolerate surgery. Children with poor results on the PFT are determined to be too fragile to tolerate such a large operation. The physicians conducting this study feel that the PFT may be inaccurate and that this may not be the best single test to determine ""pulmonary fitness"". The physicians conducting the study think things like the time of day the study is done, how tired you are when you complete the test, and how well you understand the test may affect the results of the test.",PFT training,undefined,21 Years,0,undefined,undefined
62f33e19310c3b7d2e1dc7f9,Duchenne Muscular Dystrophy (DMD),NCT01540409,false,true,2017,https://clinicaltrials.gov/ct2/show/NCT01540409,"Open-Label, Multiple-Dose, Efficacy, Safety, and Tolerability Study of Eteplirsen in Subjects With Duchenne Muscular Dystrophy Who Participated in Study 4658-US-201","The primary objective of this study is to assess the ongoing efficacy, safety, and tolerability of an additional 212 weeks of treatment with eteplirsen injection in Duchenne muscular dystrophy (DMD) subjects who have successfully completed the 28 week eteplirsen study: Study 4658-us-201. This study will also evaluate the correlation between biomarkers for DMD and the clinical status of participating DMD subjects.",Change From Baseline in the 6 Minute Walk Test (6MWT) at Week 240,None (Open Label),13 Years,0,undefined,"This study used a modified version of the 6MWT test procedure described in American Thoracic Society (ATS) 2002 guidelines, specifically adapted for patients with Duchenne muscular dystrophy. The participant was asked to walk a set course of 25 meters for 6 minutes (timed) and the distance walked in meters was recorded. Increases from baseline in 6MWT distance are indicative of improvement and decreases from baseline indicate worsening. Baseline here corresponds to the baseline in the parent study (4658-us-201, NCT01396239)."
62f33e19310c3b7d2e1dc7fa,Duchenne Muscular Dystrophy,NCT02704325,true,false,2020,https://clinicaltrials.gov/ct2/show/NCT02704325,Phase I Gene Transfer Clinical Trial for Duchenne Muscular Dystrophy Using rAAVrh74.MCK.GALGT2,The proposed clinical trial study of rAAVrh74.MCK.GALGT2 for duchenne muscular dystrophy (DMD) patients that will involve direct intramuscular injection to the extensor digitorum brevis muscle (EDB).,Treatment related toxicities,None (Open Label),undefined,0,undefined,undefined
62f33e19310c3b7d2e1dc7ee,Duchenne Muscular Dystrophy,NCT05249361,false,false,2025,https://clinicaltrials.gov/ct2/show/NCT05249361,Correlation Between Functional Capacity and Functional Capability in Patients With Duchenne Muscular Dystrophy-A Longitudinal Study,This study investigates the correlation between assessments measuring functional capacity and functional capability in patients with Duchenne muscular dystrophy.,Correlation between physical activity(VM) and muscle quantitative index,undefined,18 Years,0,undefined,undefined
62f33e19310c3b7d2e1dc7fc,Duchenne Muscular Dystrophy,NCT02907619,true,true,2018,https://clinicaltrials.gov/ct2/show/NCT02907619,"A MULTICENTER, OPEN-LABEL EXTENSION STUDY TO EVALUATE THE LONG TERM SAFETY OF PF-06252616 IN BOYS WITH DUCHENNE MUSCULAR DYSTROPHY","This study is an open-label extension to protocol B5161002 and will provide an assessment of the long term safety, efficacy, pharmacodynamics and pharmacokinetics of intravenous dosing of PF 06252616 in boys with Duchenne muscular dystrophy. Approximately 105 eligible subjects will be assigned to receive a monthly individualized maximum tolerated dose based on their tolerability profile/data from B5161002. This study will not contain a placebo comparator. Subjects will undergo safety evaluations (Laboratory, cardiac monitoring, physical exams, x-ray, MRI), functional capacity evaluations (4 stair climb, range of motion, strength testing, Northstar Ambulatory Assessment, upper limb functional testing, six minute walk test and pulmonary function tests) and pharmacokinetic testing.",Number of Participants With Dose Reduced or Temporary Discontinuation Due to AEs,None (Open Label),18 Years,0,undefined,An adverse event (AE) was any untoward medical occurrence in a clinical investigation participant administered a product; the event did not need to have a causal relationship with the treatment or usage. Treatment-related AEs were determined by the investigator. The number of participants with dose reduced or temporary discontinuation due to both all-causality and treatment-related AEs are presented below.
62f33e19310c3b7d2e1dc7ed,Duchenne Muscular Dystrophy,NCT05305976,false,false,2022,https://clinicaltrials.gov/ct2/show/NCT05305976,Remote Physiotherapy Application to Protect Physical Health in Duchenne Muscular Dystrophy,Duchenne Muscular Dystrophy (DMD) is a progressive inherited disease that affects the muscles and causes functional limitations to varying degrees. It is vital to start physiotherapy follow-ups immediately after diagnosis. Patients with DMD are among the most vulnerable groups who have problems in accessing physiotherapy services during the COVID-19 pandemic. The aim of the study was to investigate the effects of the telerehabilitation program developed to protect the physical health of patients with DMD and not to interrupt their follow-up.,Functional level,None (Open Label),undefined,0,undefined,undefined
62f33e19310c3b7d2e1dc7fd,Duchenne Muscular Dystrophy,NCT01954940,false,false,2017,https://clinicaltrials.gov/ct2/show/NCT01954940,THE EFFECT OF WHOLE BODY VIBRATION THERAPY UPON MUSCLE STRENGTH & FUNCTION IN AMBULATORY BOYS WITH DUCHENNE MUSCULAR DYSTROPHY,"Whole-body vibration therapy (WBVT) is a novel, non-pharmacological intervention aimed at improving muscle strength and endurance as well as bone density. It holds promise for children with neuromuscular disorders such as Duchenne muscular dystrophy (DMD) since muscle weakness results not only from muscle breakdown but also physical inactivity and muscle disuse atrophy. Weak DMD patients may increasingly limit their physical activity due to fear of falling or loss of independence (e.g. difficulty rising to stand without assistance). Prolonging the length of time boys with DMD are ambulatory is important for delaying complications of this disease (lung hypoventilation, scoliosis) as well as maintaining bone health. We propose to conduct a pilot study of WBVT in young boys with Duchenne muscular dystrophy (DMD). The primary outcome will be to document safety and feasibility of WBVT in this patient population. The secondary outcomes will evaluate changes in muscle strength and endurance. Bone health will also be examined as part of routine clinical care. The study will include 20 ambulatory boys with DMD; patients will be randomized (1:1 allocation) into 2 groups: WBVT treatment or no WBVT treatment (controls). Treatment groups will consist of 10 boys undergoing daily WBVT in an 8-week, open-label trial.",Assess the safety of using whole body vibration therapy in boys with Duchenne muscular dystrophy. To assess whether whole body vibration therapy can improve muscle strength and prolong ambulation from baseline to 8 weeks of therapy. To asses.,None (Open Label),14 Years,0,undefined,undefined
62f33e19310c3b7d2e1dc7fb,Duchenne Muscular Dystrophy,NCT01182324,false,false,2013,https://clinicaltrials.gov/ct2/show/NCT01182324,"The PTC124 (Ataluren) Clinical Trial for Duchenne Muscular Dystrophy: Exploration of the Experiences of Parents, Clinician Researchers, and the Industry Sponsor","The purpose of this study is to describe the experiences of parents, clinician researchers, and industry professionals who were involved in phase II clinical trials of Ataluren for Duchenne muscular dystrophy. We are especially interested in learning about motivations for being involved in the clinical trial, expectations of the trial, the experience of the trial, and relationships between the parents of children involved in the trial, the clinician researchers, and PTC Therapeutics. In addition, we would like to learn more about whether and how families and advocacy organizations experiences in following the progress of the drug, encouraging the clinical trial, and supporting the phase II trials may have affected participants thoughts and feelings about the study.","To describe, inclusive of the perspectives and voices of all of the major participants, the shared experiences of parents, clinician researchers, and industry professionals who were involved in phase II clinical trials for Duchenne Muscular Dyst...",undefined,99 Years,0,undefined,undefined
